yourlist:M201501042EL1V9A9QJ,Entry,Entry name,Status,Protein names,Gene names,Organism,Length
NP_112552,P61978,HNRPK_HUMAN,reviewed,Heterogeneous nuclear ribonucleoprotein K (hnRNP K) (Transformation up-regulated nuclear protein) (TUNP),HNRNPK HNRPK,Homo sapiens (Human),463
NP_002887,Q9BWF3,RBM4_HUMAN,reviewed,RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a),RBM4 RBM4A,Homo sapiens (Human),364
NP_003962,O60271,JIP4_HUMAN,reviewed,C-Jun-amino-terminal kinase-interacting protein 4 (JIP-4) (JNK-interacting protein 4) (Cancer/testis antigen 89) (CT89) (Human lung cancer oncogene 6 protein) (HLC-6) (JNK-associated leucine-zipper protein) (JLP) (Mitogen-activated protein kinase 8-interacting protein 4) (Proliferation-inducing protein 6) (Protein highly expressed in testis) (PHET) (Sperm surface protein) (Sperm-associated antigen 9) (Sperm-specific protein) (Sunday driver 1),SPAG9 HSS KIAA0516 MAPK8IP4 SYD1 HLC6,Homo sapiens (Human),1321
NP_005474,Q13111,CAF1A_HUMAN,reviewed,Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 subunit) (CAF-I 150 kDa subunit) (CAF-I p150) (hp150),CHAF1A CAF CAF1P150,Homo sapiens (Human),956
NP_001322,O60716,CTND1_HUMAN,reviewed,Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas)),CTNND1 KIAA0384,Homo sapiens (Human),968
NP_056060,Q05CP0,Q05CP0_HUMAN,unreviewed,ANKS1A protein (Fragment),ANKS1A,Homo sapiens (Human),472
NP_056060,Q92625,ANS1A_HUMAN,reviewed,Ankyrin repeat and SAM domain-containing protein 1A (Odin),ANKS1A ANKS1 KIAA0229 ODIN,Homo sapiens (Human),1134
NP_001006600,Q96RT1,LAP2_HUMAN,reviewed,Protein LAP2 (Densin-180-like protein) (Erbb2-interacting protein) (Erbin),ERBB2IP ERBIN KIAA1225 LAP2,Homo sapiens (Human),1412
NP_057689,Q9NYF3,FA53C_HUMAN,reviewed,Protein FAM53C,FAM53C C5orf6,Homo sapiens (Human),392
NP_000166,P06744,G6PI_HUMAN,reviewed,Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Autocrine motility factor) (AMF) (Neuroleukin) (NLK) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI) (Sperm antigen 36) (SA-36),GPI,Homo sapiens (Human),558
NP_004810,Q92797,SYMPK_HUMAN,reviewed,Symplekin,SYMPK SPK,Homo sapiens (Human),1274
NP_783297,B4DZK4,B4DZK4_HUMAN,unreviewed,"cDNA FLJ50931, highly similar to Tight junction protein ZO-1",,Homo sapiens (Human),757
NP_783297,Q07157,ZO1_HUMAN,reviewed,Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1),TJP1 ZO1,Homo sapiens (Human),1748
NP_783297,Q6MZU1,Q6MZU1_HUMAN,unreviewed,Putative uncharacterized protein DKFZp686A1195,DKFZp686A1195,Homo sapiens (Human),1692
NP_078947,Q9H5H4,ZN768_HUMAN,reviewed,Zinc finger protein 768,ZNF768,Homo sapiens (Human),540
NP_005849,O43823,AKAP8_HUMAN,reviewed,A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95),AKAP8 AKAP95,Homo sapiens (Human),692
NP_071394,Q9HAW4,CLSPN_HUMAN,reviewed,Claspin (hClaspin),CLSPN,Homo sapiens (Human),1339
NP_116259,Q8TEZ9,Q8TEZ9_HUMAN,unreviewed,SR rich protein (Fragment),,Homo sapiens (Human),500
NP_116259,Q8TF01,PNISR_HUMAN,reviewed,"Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)",PNISR C6orf111 SFRS18 SRRP130 HSPC261 HSPC306,Homo sapiens (Human),805
NP_004710,Q99590,SCAFB_HUMAN,reviewed,"Protein SCAF11 (CTD-associated SR protein 11) (Renal carcinoma antigen NY-REN-40) (SC35-interacting protein 1) (SR-related and CTD-associated factor 11) (SRSF2-interacting protein) (Serine/arginine-rich splicing factor 2-interacting protein) (Splicing factor, arginine/serine-rich 2-interacting protein) (Splicing regulatory protein 129) (SRrp129)",SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP,Homo sapiens (Human),1463
NP_003615,Q53GE1,Q53GE1_HUMAN,unreviewed,RAN binding protein 3 isoform RANBP3-a variant (Fragment),RANBP3,Homo sapiens (Human),562
NP_003615,Q9H6Z4,RANB3_HUMAN,reviewed,Ran-binding protein 3 (RanBP3),RANBP3,Homo sapiens (Human),567
NP_004759,Q05519,SRS11_HUMAN,reviewed,"Serine/arginine-rich splicing factor 11 (Arginine-rich 54 kDa nuclear protein) (p54) (Splicing factor, arginine/serine-rich 11)",SRSF11 SFRS11,Homo sapiens (Human),484
NP_940997,Q8N556,AFAP1_HUMAN,reviewed,Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110),AFAP1 AFAP,Homo sapiens (Human),730
NP_004272,O95817,BAG3_HUMAN,reviewed,BAG family molecular chaperone regulator 3 (BAG-3) (Bcl-2-associated athanogene 3) (Bcl-2-binding protein Bis) (Docking protein CAIR-1),BAG3 BIS,Homo sapiens (Human),575
NP_001408,P23588,IF4B_HUMAN,reviewed,Eukaryotic translation initiation factor 4B (eIF-4B),EIF4B,Homo sapiens (Human),611
NP_777571,Q96KN1,FA84B_HUMAN,reviewed,Protein FAM84B (Breast cancer membrane protein 101) (Protein NSE2),FAM84B BCMP101 NSE2,Homo sapiens (Human),310
NP_004956,P05114,HMGN1_HUMAN,reviewed,Non-histone chromosomal protein HMG-14 (High mobility group nucleosome-binding domain-containing protein 1),HMGN1 HMG14,Homo sapiens (Human),100
NP_004956,Q6NSG7,Q6NSG7_HUMAN,unreviewed,High-mobility group nucleosome binding domain 1,HMGN1,Homo sapiens (Human),100
NP_005552,P11279,LAMP1_HUMAN,reviewed,Lysosome-associated membrane glycoprotein 1 (LAMP-1) (Lysosome-associated membrane protein 1) (CD107 antigen-like family member A) (CD antigen CD107a),LAMP1,Homo sapiens (Human),417
NP_000170,P52701,MSH6_HUMAN,reviewed,DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS-alpha 160 kDa subunit) (p160),MSH6 GTBP,Homo sapiens (Human),1360
NP_000170,Q3SWU9,Q3SWU9_HUMAN,unreviewed,MSH6 protein (Fragment),MSH6,Homo sapiens (Human),252
NP_065883,Q8N1G0,ZN687_HUMAN,reviewed,Zinc finger protein 687,ZNF687 KIAA1441,Homo sapiens (Human),1237
NP_060439,Q96ST2,IWS1_HUMAN,reviewed,Protein IWS1 homolog (IWS1-like protein),IWS1 IWS1L,Homo sapiens (Human),819
NP_114128,B2R7D3,B2R7D3_HUMAN,unreviewed,"cDNA, FLJ93390, highly similar to Homo sapiens RALBP1 associated Eps domain containing 1 (REPS1),mRNA",,Homo sapiens (Human),744
NP_114128,Q96D71,REPS1_HUMAN,reviewed,RalBP1-associated Eps domain-containing protein 1 (RalBP1-interacting protein 1),REPS1,Homo sapiens (Human),796
NP_005868,Q15459,SF3A1_HUMAN,reviewed,Splicing factor 3A subunit 1 (SF3a120) (Spliceosome-associated protein 114) (SAP 114),SF3A1 SAP114,Homo sapiens (Human),793
NP_612409,Q5C9Z4,NOM1_HUMAN,reviewed,Nucleolar MIF4G domain-containing protein 1 (SGD1 homolog),NOM1 C7orf3,Homo sapiens (Human),860
NP_003904,Q13523,PRP4B_HUMAN,reviewed,Serine/threonine-protein kinase PRP4 homolog (EC 2.7.11.1) (PRP4 kinase) (PRP4 pre-mRNA-processing factor 4 homolog),PRPF4B KIAA0536 PRP4 PRP4H PRP4K,Homo sapiens (Human),1007
NP_006704,P53999,TCP4_HUMAN,reviewed,Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14),SUB1 PC4 RPO2TC1,Homo sapiens (Human),127
NP_006704,Q6IBA2,Q6IBA2_HUMAN,unreviewed,"PC4 protein (SUB1 homolog (S. cerevisiae)) (SUB1 homolog (S. cerevisiae), isoform CRA_a) (cDNA, FLJ92014, highly similar to Homo sapiens SUB1 homolog (S. cerevisiae) (SUB1), mRNA)",PC4 SUB1 hCG_1781938,Homo sapiens (Human),127
NP_055617,Q86YS7,C2CD5_HUMAN,reviewed,C2 domain-containing protein 5 (C2 domain-containing phosphoprotein of 138 kDa),C2CD5 CDP138 KIAA0528,Homo sapiens (Human),1000
NP_003194,A4UHR0,A4UHR0_HUMAN,unreviewed,C2ORF3 variant 3,C2orf3,Homo sapiens (Human),343
NP_003194,P16383,GCFC2_HUMAN,reviewed,GC-rich sequence DNA-binding factor 2 (GC-rich sequence DNA-binding factor) (Transcription factor 9) (TCF-9),GCFC2 C2orf3 GCF TCF9,Homo sapiens (Human),781
NP_009180,Q8WWI3,Q8WWI3_HUMAN,unreviewed,AP-2 repressor,,Homo sapiens (Human),402
NP_009180,Q9Y4X4,KLF12_HUMAN,reviewed,Krueppel-like factor 12 (Transcriptional repressor AP-2rep),KLF12 AP2REP HSPC122,Homo sapiens (Human),402
NP_073613,Q9BXB4,OSB11_HUMAN,reviewed,Oxysterol-binding protein-related protein 11 (ORP-11) (OSBP-related protein 11),OSBPL11 ORP11 OSBP12,Homo sapiens (Human),747
NP_620409,Q8TAA9,VANG1_HUMAN,reviewed,Vang-like protein 1 (Loop-tail protein 2 homolog) (LPP2) (Strabismus 2) (Van Gogh-like protein 1),VANGL1 STB2,Homo sapiens (Human),524
NP_065779,A0FGR8,ESYT2_HUMAN,reviewed,Extended synaptotagmin-2 (E-Syt2) (Chr2Syt),ESYT2 FAM62B KIAA1228,Homo sapiens (Human),921
NP_057508,A8K3C5,A8K3C5_HUMAN,unreviewed,"cDNA FLJ77715, highly similar to Homo sapiens cisplatin resistance-associated overexpressed protein(LUC7A), mRNA",,Homo sapiens (Human),432
NP_057508,O95232,LC7L3_HUMAN,reviewed,Luc7-like protein 3 (Cisplatin resistance-associated-overexpressed protein) (Luc7A) (Okadaic acid-inducible phosphoprotein OA48-18) (cAMP regulatory element-associated protein 1) (CRE-associated protein 1) (CREAP-1),LUC7L3 CREAP1 CROP O48,Homo sapiens (Human),432
NP_057508,Q86Y74,Q86Y74_HUMAN,unreviewed,CROP protein (Fragment),CROP,Homo sapiens (Human),251
NP_060072,Q96G74,OTUD5_HUMAN,reviewed,OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA),OTUD5,Homo sapiens (Human),571
NP_031381,P08238,HS90B_HUMAN,reviewed,Heat shock protein HSP 90-beta (HSP 90) (Heat shock 84 kDa) (HSP 84) (HSP84),HSP90AB1 HSP90B HSPC2 HSPCB,Homo sapiens (Human),724
NP_003556,O75385,ULK1_HUMAN,reviewed,Serine/threonine-protein kinase ULK1 (EC 2.7.11.1) (Autophagy-related protein 1 homolog) (ATG1) (hATG1) (Unc-51-like kinase 1),ULK1 KIAA0722,Homo sapiens (Human),1050
NP_073153,Q9H1A4,APC1_HUMAN,reviewed,Anaphase-promoting complex subunit 1 (APC1) (Cyclosome subunit 1) (Mitotic checkpoint regulator) (Testis-specific gene 24 protein),ANAPC1 TSG24,Homo sapiens (Human),1944
NP_060740,Q9NV56,MRGBP_HUMAN,reviewed,MRG/MORF4L-binding protein (MRG-binding protein) (Up-regulated in colon cancer 4) (Urcc4),MRGBP C20orf20,Homo sapiens (Human),204
NP_001444,Q12948,FOXC1_HUMAN,reviewed,Forkhead box protein C1 (Forkhead-related protein FKHL7) (Forkhead-related transcription factor 3) (FREAC-3),FOXC1 FKHL7 FREAC3,Homo sapiens (Human),553
NP_001444,W6CJ52,W6CJ52_HUMAN,unreviewed,Forkhead box C1 (Forkhead box C1 protein),FOXC1 hCG_21926,Homo sapiens (Human),553
NP_002069,Q13439,GOGA4_HUMAN,reviewed,Golgin subfamily A member 4 (256 kDa golgin) (Golgin-245) (Protein 72.1) (Trans-Golgi p230),GOLGA4,Homo sapiens (Human),2230
NP_002069,Q49A56,Q49A56_HUMAN,unreviewed,GOLGA4 protein,GOLGA4,Homo sapiens (Human),218
NP_055820,Q9Y4F5,C170B_HUMAN,reviewed,Centrosomal protein of 170 kDa protein B (Centrosomal protein 170B) (Cep170B),CEP170B FAM68C KIAA0284,Homo sapiens (Human),1589
NP_056269,Q4G0J3,LARP7_HUMAN,reviewed,La-related protein 7 (La ribonucleoprotein domain family member 7) (P-TEFb-interaction protein for 7SK stability) (PIP7S),LARP7 HDCMA18P,Homo sapiens (Human),582
NP_002473,P49321,NASP_HUMAN,reviewed,Nuclear autoantigenic sperm protein (NASP),NASP,Homo sapiens (Human),788
NP_005008,P49585,PCY1A_HUMAN,reviewed,Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A),PCYT1A CTPCT PCYT1,Homo sapiens (Human),367
NP_036329,Q9Y3P9,RBGP1_HUMAN,reviewed,Rab GTPase-activating protein 1 (GAP and centrosome-associated protein) (Rab6 GTPase-activating protein GAPCenA),RABGAP1 HSPC094,Homo sapiens (Human),1069
NP_006258,P49792,RBP2_HUMAN,reviewed,E3 SUMO-protein ligase RanBP2 (EC 6.3.2.-) (358 kDa nucleoporin) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270),RANBP2 NUP358,Homo sapiens (Human),3224
NP_064544,Q9H4L7,SMRCD_HUMAN,reviewed,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 (EC 3.6.4.12) (ATP-dependent helicase 1) (hHEL1),SMARCAD1 KIAA1122,Homo sapiens (Human),1026
NP_116161,Q96F45,ZN503_HUMAN,reviewed,Zinc finger protein 503,ZNF503 NOLZ1,Homo sapiens (Human),646
NP_003668,O43583,DENR_HUMAN,reviewed,Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3),DENR DRP1 H14,Homo sapiens (Human),198
NP_005091,Q02952,AKA12_HUMAN,reviewed,A-kinase anchor protein 12 (AKAP-12) (A-kinase anchor protein 250 kDa) (AKAP 250) (Gravin) (Myasthenia gravis autoantigen),AKAP12 AKAP250,Homo sapiens (Human),1782
NP_005091,Q86TJ9,Q86TJ9_HUMAN,unreviewed,AKAP12 protein (Fragment),AKAP12,Homo sapiens (Human),330
NP_001010854,Q6PIF1,Q6PIF1_HUMAN,unreviewed,TTC7B protein (Tetratricopeptide repeat protein 7B) (Fragment),TTC7B,Homo sapiens (Human),417
NP_001010854,Q86TV6,TTC7B_HUMAN,reviewed,Tetratricopeptide repeat protein 7B (TPR repeat protein 7B) (Tetratricopeptide repeat protein 7-like-1) (TPR repeat protein 7-like-1),TTC7B TTC7L1,Homo sapiens (Human),843
NP_973727,Q15637,SF01_HUMAN,reviewed,Splicing factor 1 (Mammalian branch point-binding protein) (BBP) (mBBP) (Transcription factor ZFM1) (Zinc finger gene in MEN1 locus) (Zinc finger protein 162),SF1 ZFM1 ZNF162,Homo sapiens (Human),639
NP_001249,Q00526,CDK3_HUMAN,reviewed,Cyclin-dependent kinase 3 (EC 2.7.11.22) (Cell division protein kinase 3),CDK3 CDKN3,Homo sapiens (Human),305
NP_001939,P33316,DUT_HUMAN,reviewed,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial (dUTPase) (EC 3.6.1.23) (dUTP pyrophosphatase)",DUT,Homo sapiens (Human),252
NP_001422,I6L9B1,I6L9B1_HUMAN,unreviewed,Band 4.1-like protein 2 (EPB41L2 protein),EPB41L2,Homo sapiens (Human),633
NP_001422,O43491,E41L2_HUMAN,reviewed,Band 4.1-like protein 2 (Generally expressed protein 4.1) (4.1G),EPB41L2,Homo sapiens (Human),1005
NP_612206,B3KX07,B3KX07_HUMAN,unreviewed,"cDNA FLJ44415 fis, clone UTERU1000384",,Homo sapiens (Human),287
NP_612206,Q96E09,F122A_HUMAN,reviewed,Protein FAM122A,FAM122A C9orf42,Homo sapiens (Human),287
NP_038465,Q59H02,Q59H02_HUMAN,unreviewed,Suppression of tumorigenicity variant (Fragment),,Homo sapiens (Human),793
NP_038465,Q9Y561,LRP12_HUMAN,reviewed,Low-density lipoprotein receptor-related protein 12 (LRP-12) (Suppressor of tumorigenicity 7 protein),LRP12 ST7,Homo sapiens (Human),859
NP_062556,Q96E39,RMXL1_HUMAN,reviewed,"RNA binding motif protein, X-linked-like-1 (Heterogeneous nuclear ribonucleoprotein G-like 1)",RBMXL1,Homo sapiens (Human),390
NP_004583,Q12872,SFSWA_HUMAN,reviewed,"Splicing factor, suppressor of white-apricot homolog (Splicing factor, arginine/serine-rich 8) (Suppressor of white apricot protein homolog)",SFSWAP SFRS8 SWAP,Homo sapiens (Human),951
NP_004583,Q8IV81,Q8IV81_HUMAN,unreviewed,SFRS8 protein (Fragment),SFRS8,Homo sapiens (Human),547
NP_055446,B3KPL1,B3KPL1_HUMAN,unreviewed,"cDNA FLJ31907 fis, clone NT2RP7004396, highly similar to Homo sapiens SH3 multiple domains 1 (SH3MD1), mRNA",,Homo sapiens (Human),1054
NP_055446,Q5TCZ1,SPD2A_HUMAN,reviewed,SH3 and PX domain-containing protein 2A (Adapter protein TKS5) (Five SH3 domain-containing protein) (SH3 multiple domains protein 1) (Tyrosine kinase substrate with five SH3 domains),SH3PXD2A FISH KIAA0418 SH3MD1 TKS5,Homo sapiens (Human),1133
NP_055888,B2RWP0,B2RWP0_HUMAN,unreviewed,Signal-induced proliferation-associated 1 like 3,SIPA1L3,Homo sapiens (Human),1781
NP_055888,O60292,SI1L3_HUMAN,reviewed,Signal-induced proliferation-associated 1-like protein 3 (SIPA1-like protein 3) (SPA-1-like protein 3),SIPA1L3 KIAA0545 SPAL3,Homo sapiens (Human),1781
NP_115812,Q96JM3,CHAP1_HUMAN,reviewed,Chromosome alignment-maintaining phosphoprotein 1 (Zinc finger protein 828),CHAMP1 C13orf8 CAMP KIAA1802 ZNF828,Homo sapiens (Human),812
NP_056349,Q8IYH5,ZZZ3_HUMAN,reviewed,ZZ-type zinc finger-containing protein 3,ZZZ3,Homo sapiens (Human),903
NP_004495,P52594,AGFG1_HUMAN,reviewed,Arf-GAP domain and FG repeat-containing protein 1 (HIV-1 Rev-binding protein) (Nucleoporin-like protein RIP) (Rev-interacting protein) (Rev/Rex activation domain-binding protein),AGFG1 HRB RAB RIP,Homo sapiens (Human),562
NP_005045,V9HWE4,V9HWE4_HUMAN,unreviewed,Epididymis luminal protein 161,HEL161,Homo sapiens (Human),1765
NP_065944,B4DZK1,B4DZK1_HUMAN,unreviewed,"cDNA FLJ50036, weakly similar to Myosin-11",,Homo sapiens (Human),905
NP_057458,Q4LE39,ARI4B_HUMAN,reviewed,AT-rich interactive domain-containing protein 4B (ARID domain-containing protein 4B) (180 kDa Sin3-associated polypeptide) (Sin3-associated polypeptide p180) (Breast cancer-associated antigen BRCAA1) (Histone deacetylase complex subunit SAP180) (Retinoblastoma-binding protein 1-like 1),ARID4B BRCAA1 RBBP1L1 RBP1L1 SAP180,Homo sapiens (Human),1312
NP_005095,P25440,BRD2_HUMAN,reviewed,Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein),BRD2 KIAA9001 RING3,Homo sapiens (Human),801
NP_079194,Q9H410,DSN1_HUMAN,reviewed,Kinetochore-associated protein DSN1 homolog,DSN1 C20orf172 MIS13,Homo sapiens (Human),356
NP_001449,Q14315,FLNC_HUMAN,reviewed,Filamin-C (FLN-C) (FLNc) (ABP-280-like protein) (ABP-L) (Actin-binding-like protein) (Filamin-2) (Gamma-filamin),FLNC ABPL FLN2,Homo sapiens (Human),2725
NP_001449,Q59H94,Q59H94_HUMAN,unreviewed,Gamma filamin variant (Fragment),,Homo sapiens (Human),1342
NP_003600,Q9BW71,HIRP3_HUMAN,reviewed,HIRA-interacting protein 3,HIRIP3,Homo sapiens (Human),556
NP_005960,Q99733,NP1L4_HUMAN,reviewed,Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2),NAP1L4 NAP2,Homo sapiens (Human),375
NP_000275,P08559,ODPA_HUMAN,reviewed,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)",PDHA1 PHE1A,Homo sapiens (Human),390
NP_037535,Q9NRL3,STRN4_HUMAN,reviewed,Striatin-4 (Zinedin),STRN4 ZIN,Homo sapiens (Human),753
NP_009207,A4D177,A4D177_HUMAN,unreviewed,"Chromobox homolog 3 (HP1 gamma homolog, Drosophila) (Chromobox homolog 3 (HP1 gamma homolog, Drosophila), isoform CRA_a) (Coiled-coil domain containing 32, isoform CRA_c)",CBX3 CCDC32 hCG_1745364 hCG_1999239 tcag7.173,Homo sapiens (Human),183
NP_009207,Q13185,CBX3_HUMAN,reviewed,Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma) (HP1 gamma) (Modifier 2 protein),CBX3,Homo sapiens (Human),183
NP_000156,P17302,CXA1_HUMAN,reviewed,Gap junction alpha-1 protein (Connexin-43) (Cx43) (Gap junction 43 kDa heart protein),GJA1 GJAL,Homo sapiens (Human),382
NP_203744,Q8N3F8,MILK1_HUMAN,reviewed,MICAL-like protein 1 (Molecule interacting with Rab13) (MIRab13),MICALL1 KIAA1668 MIRAB13,Homo sapiens (Human),863
NP_006153,O95644,NFAC1_HUMAN,reviewed,"Nuclear factor of activated T-cells, cytoplasmic 1 (NF-ATc1) (NFATc1) (NFAT transcription complex cytosolic component) (NF-ATc) (NFATc)",NFATC1 NFAT2 NFATC,Homo sapiens (Human),943
NP_006634,Q96C92,SDCG3_HUMAN,reviewed,Serologically defined colon cancer antigen 3 (Antigen NY-CO-3),SDCCAG3,Homo sapiens (Human),435
NP_057591,Q9NYV4,CDK12_HUMAN,reviewed,"Cyclin-dependent kinase 12 (EC 2.7.11.22) (EC 2.7.11.23) (Cdc2-related kinase, arginine/serine-rich) (CrkRS) (Cell division cycle 2-related protein kinase 7) (CDC2-related protein kinase 7) (Cell division protein kinase 12) (hCDK12)",CDK12 CRK7 CRKRS KIAA0904,Homo sapiens (Human),1490
NP_006244,Q9Y478,AAKB1_HUMAN,reviewed,5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb),PRKAB1 AMPK,Homo sapiens (Human),270
NP_001070666,Q7Z3C6,ATG9A_HUMAN,reviewed,Autophagy-related protein 9A (APG9-like 1) (mATG9),ATG9A APG9L1,Homo sapiens (Human),839
NP_060544,Q9BW85,CCD94_HUMAN,reviewed,Coiled-coil domain-containing protein 94,CCDC94,Homo sapiens (Human),323
NP_061910,Q9NPD3,EXOS4_HUMAN,reviewed,Exosome complex component RRP41 (Exosome component 4) (Ribosomal RNA-processing protein 41) (p12A),EXOSC4 RRP41 SKI6,Homo sapiens (Human),245
NP_061322,P43243,MATR3_HUMAN,reviewed,Matrin-3,MATR3 KIAA0723,Homo sapiens (Human),847
NP_061322,Q9H4N1,Q9H4N1_HUMAN,unreviewed,Clone CDABP0107 mRNA sequence,,Homo sapiens (Human),407
NP_076412,Q8IZ21,PHAR4_HUMAN,reviewed,Phosphatase and actin regulator 4,PHACTR4 PRO2963,Homo sapiens (Human),702
NP_002642,Q9UBF8,PI4KB_HUMAN,reviewed,Phosphatidylinositol 4-kinase beta (PI4K-beta) (PI4Kbeta) (PtdIns 4-kinase beta) (EC 2.7.1.67) (NPIK) (PI4K92),PI4KB PIK4CB,Homo sapiens (Human),816
NP_059973,Q15527,SURF2_HUMAN,reviewed,Surfeit locus protein 2 (Surf-2),SURF2,Homo sapiens (Human),256
NP_055309,Q8NDV7,TNR6A_HUMAN,reviewed,Trinucleotide repeat-containing gene 6A protein (CAG repeat protein 26) (EMSY interactor protein) (GW182 autoantigen) (Protein GW1) (Glycine-tryptophan protein of 182 kDa),TNRC6A CAGH26 KIAA1460 TNRC6,Homo sapiens (Human),1962
NP_055160,Q5VUA4,ZN318_HUMAN,reviewed,Zinc finger protein 318 (Endocrine regulatory protein),ZNF318 HRIHFB2436,Homo sapiens (Human),2279
NP_002547,P22059,OSBP1_HUMAN,reviewed,Oxysterol-binding protein 1,OSBP OSBP1,Homo sapiens (Human),807
NP_997245,Q6NV74,K121L_HUMAN,reviewed,Uncharacterized protein KIAA1211-like,KIAA1211L C2orf55,Homo sapiens (Human),962
NP_003463,P35659,DEK_HUMAN,reviewed,Protein DEK,DEK,Homo sapiens (Human),375
NP_002728,P17252,KPCA_HUMAN,reviewed,Protein kinase C alpha type (PKC-A) (PKC-alpha) (EC 2.7.11.13),PRKCA PKCA PRKACA,Homo sapiens (Human),672
NP_002728,Q7Z727,Q7Z727_HUMAN,unreviewed,PRKCA protein (Fragment),PRKCA,Homo sapiens (Human),380
NP_000250,Q9UES4,Q9UES4_HUMAN,unreviewed,Myosin V (Fragment),,Homo sapiens (Human),206
NP_000250,Q9Y4I1,MYO5A_HUMAN,reviewed,"Unconventional myosin-Va (Dilute myosin heavy chain, non-muscle) (Myosin heavy chain 12) (Myosin-12) (Myoxin)",MYO5A MYH12,Homo sapiens (Human),1855
